image,nom,types
//upload.wikimedia.org/wikipedia/commons/thumb/3/38/Rhinoc%C3%A9ros_blanc_JHE.jpg/240px-Rhinoc%C3%A9ros_blanc_JHE.jpg,/wiki/Wikip%C3%A9dia:Accueil_principal,mammifères
image,nom,types
//upload.wikimedia.org/wikipedia/commons/thumb/3/38/Rhinoc%C3%A9ros_blanc_JHE.jpg/240px-Rhinoc%C3%A9ros_blanc_JHE.jpg,/wiki/Wikip%C3%A9dia:Accueil_principal,mammifères
